EventID,季節,大約日期,地點,事件名稱,事件分類,神學主題,焦點,耶穌品格,福音中心,福音中心_備註,福音中心_原文,經文總覽,經文_太,經文_可,經文_路,經文_約,經文_其他,經文狀態,合參原則,年代確信度,順序確信度,舊約串珠,OT_註解,資料類型
E-139,秋,約 西元 30 年,耶利哥,醫治瞎子巴底買,神蹟>醫治>開眼與光照,信心,大衛子孫,憐憫、耐心、權柄,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,"（聚焦：大衛子孫） 〔見Lk,Mk,Mt敘事脈絡〕","在「醫治瞎子巴底買」中，耶穌以醫治揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：大衛子孫）〔見Lk,Mk,Mt敘事脈絡〕",Mt 20:29-34 | Mk 10:46-52 | Lk 18:35-43,Mt 20:29-34,Mk 10:46-52,Lk 18:35-43,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 賽 35:5-6; 賽 42:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-140,秋,約 西元 30 年,耶利哥,撒該悔改,敘事>行旅互動>接待與筵席,拯救,尋找失喪,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：尋找失喪） 〔見Lk敘事脈絡〕,在「撒該悔改」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：尋找失喪）〔見Lk敘事脈絡〕,Lk 19:1-10,,,Lk 19:1-10,,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-141,秋,約 西元 30 年,耶利哥,十錠銀子的比喻,比喻>教導>天國價值反轉,管家,忠心良善,智慧、洞察、真理,天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。,（聚焦：忠心良善） 〔見Lk敘事脈絡〕,在「十錠銀子的比喻」中，耶穌以比喻揭開神國的真相：天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。（聚焦：忠心良善）〔見Lk敘事脈絡〕,Lk 19:11-27,,,Lk 19:11-27,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-142,冬,週六(逾越節前六日),伯大尼(西門家),伯大尼受膏,啟示>序言>道成肉身與光,奉獻,時間錨點:約12:1 (對觀福音為敘事鋪陳),榮耀、真理、恩典,神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。,"（聚焦：時間錨點:約12:1 (對觀福音為敘事鋪陳)） 〔見Jn,Mk,Mt敘事脈絡〕","在「伯大尼受膏」中，耶穌以啟示揭開神國的真相：神先向人揭露基督的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。（聚焦：時間錨點:約12:1 (對觀福音為敘事鋪陳)）〔見Jn,Mk,Mt敘事脈絡〕",Mt 26:6-13 | Mk 14:3-9 | Jn 12:1-8,Mt 26:6-13,Mk 14:3-9,,Jn 12:1-8,,經文明載,合參移位 (馬太/馬可主題編排),高,高,【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-143,冬,週六(晚),伯大尼,拉撒路引起的殺機,神蹟>復活>死亡權勢被破,見證,除滅證據,憐憫、大能、同理,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,（聚焦：除滅證據） 〔見Jn敘事脈絡〕,在「拉撒路引起的殺機」中，耶穌以神蹟揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：除滅證據）〔見Jn敘事脈絡〕,Jn 12:9-11,,,,Jn 12:9-11,,邏輯推論,福音書順序,高,高,【M】[彌賽亞預言] 王上 17:17-24; 王下 4:32-37; 賽 25:8; 但 12:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-144,冬,週日,橄欖山,榮耀進耶路撒冷,啟示>序言>道成肉身與光,王權,謙和君王,榮耀、真理、恩典,神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。,"（聚焦：謙和君王） 〔見Jn,Lk,Mk,Mt敘事脈絡〕","在「榮耀進耶路撒冷」中，耶穌以進耶路撒冷揭開神國的真相：神先向人揭露基督的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。（聚焦：謙和君王）〔見Jn,Lk,Mk,Mt敘事脈絡〕",Mt 21:1-11 | Mk 11:1-11 | Lk 19:29-44 | Jn 12:12-19,Mt 21:1-11,Mk 11:1-11,Lk 19:29-44,Jn 12:12-19,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-145,冬,週一,路旁,咒詛無花果樹,神蹟>先知性行動>咒詛無花果(審判假敬虔),審判,不結果子,公義、聖潔、勇氣,在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。,"（聚焦：不結果子） 〔見Mk,Mt敘事脈絡〕","在「咒詛無花果樹」中，耶穌以神蹟揭開神國的真相：在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。（聚焦：不結果子）〔見Mk,Mt敘事脈絡〕",Mt 21:18-19 | Mk 11:12-14,Mt 21:18-19,Mk 11:12-14,,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 何 9:10; 彌 7:1,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-146,冬,週一,聖殿,第二次潔淨聖殿,降生/成長>敘事>救恩歷史開場,聖潔,禱告的殿,信實、謙卑、恩典,救主的故事從家庭、血統與歷史的複雜開始，宣告神能把破碎與污點編進救恩線；因此人的價值不再被出身與過去定義。,"（聚焦：禱告的殿） 〔見Lk,Mk,Mt敘事脈絡〕","在「第二次潔淨聖殿」中，耶穌以降生與成長揭開神國的真相：救主的故事從家庭、血統與歷史的複雜開始，宣告神能把破碎與污點編進救恩線；因此人的價值不再被出身與過去定義。（聚焦：禱告的殿）〔見Lk,Mk,Mt敘事脈絡〕",Mt 21:12-13 | Mk 11:15-19 | Lk 19:45-48,Mt 21:12-13,Mk 11:15-19,Lk 19:45-48,,,經文明載,經文段落連結,高,高,【T】[彌賽亞預言] 創 12:3; 賽 9:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-147,冬,週二,路旁,無花果樹枯乾的教導,神蹟>醫治>身體復原與整全,信心,移山,憐憫、權柄、溫柔,在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。,"（聚焦：移山） 〔見Mk,Mt敘事脈絡〕","在「無花果樹枯乾的教導」中，耶穌以神蹟揭開神國的真相：在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。（聚焦：移山）〔見Mk,Mt敘事脈絡〕",Mt 21:20-22 | Mk 11:20-25,Mt 21:20-22,Mk 11:20-25,,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-148,冬,週二,聖殿,權柄的質問,敘事>行旅互動>衝突與冒犯,權柄,約翰的洗,同理、耐心、智慧,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,"（聚焦：約翰的洗） 〔見Lk,Mk,Mt敘事脈絡〕","在「權柄的質問」中，耶穌以行旅互動揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：約翰的洗）〔見Lk,Mk,Mt敘事脈絡〕",Mt 21:23-27 | Mk 11:27-33 | Lk 20:1-8,Mt 21:23-27,Mk 11:27-33,Lk 20:1-8,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-149,冬,週二,聖殿,兩個兒子的比喻,比喻>教導>天國價值反轉,順服,稅吏與娼妓,智慧、洞察、真理,比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。,（聚焦：稅吏與娼妓） 〔見Mt敘事脈絡〕,在「兩個兒子的比喻」中，耶穌以比喻揭開神國的真相：比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。（聚焦：稅吏與娼妓）〔見Mt敘事脈絡〕,Mt 21:28-32,Mt 21:28-32,,,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-150,冬,週二,聖殿,兇惡園戶的比喻,比喻>教導>天國價值反轉,審判,匠人棄石,智慧、洞察、真理,比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。,"（聚焦：匠人棄石） 〔見Lk,Mk,Mt敘事脈絡〕","在「兇惡園戶的比喻」中，耶穌以比喻揭開神國的真相：比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。（聚焦：匠人棄石）〔見Lk,Mk,Mt敘事脈絡〕",Mt 21:33-46 | Mk 12:1-12 | Lk 20:9-19,Mt 21:33-46,Mk 12:1-12,Lk 20:9-19,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-151,冬,週二,聖殿,喜宴的比喻,比喻>教導>天國價值反轉,揀選,禮服,智慧、洞察、真理,比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。,（聚焦：禮服） 〔見Mt敘事脈絡〕,在「喜宴的比喻」中，耶穌以比喻揭開神國的真相：比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。（聚焦：禮服）〔見Mt敘事脈絡〕,Mt 22:1-14,Mt 22:1-14,,,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-152,冬,週二,聖殿,納稅給凱撒的辯論,神蹟>記號>權能顯明彌賽亞,智慧,該撒的物,權柄、信實、憐憫,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,"（聚焦：該撒的物） 〔見Lk,Mk,Mt敘事脈絡〕","在「納稅給凱撒的辯論」中，耶穌以神蹟揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：該撒的物）〔見Lk,Mk,Mt敘事脈絡〕",Mt 22:15-22 | Mk 12:13-17 | Lk 20:20-26,Mt 22:15-22,Mk 12:13-17,Lk 20:20-26,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 賽 35:5-6,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-153,冬,週二,聖殿,復活的辯論,復活>得勝>死亡被吞滅,永生,神是活人的神,大能、盼望、信實,復活宣告死亡不是終局；耶穌的得勝把新創造帶進歷史，使盼望不再只是心理支撐，而是客觀已發生的轉折。,"（聚焦：神是活人的神） 〔見Lk,Mk,Mt敘事脈絡〕","在「復活的辯論」中，耶穌以復活揭開神國的真相：復活宣告死亡不是終局；基督的得勝把新創造帶進歷史，使盼望不再只是心理支撐，而是客觀已發生的轉折。（聚焦：神是活人的神）〔見Lk,Mk,Mt敘事脈絡〕",Mt 22:23-33 | Mk 12:18-27 | Lk 20:27-40,Mt 22:23-33,Mk 12:18-27,Lk 20:27-40,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 詩 16:10; 何 6:2; 賽 25:8,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-154,冬,週二,聖殿,最大的誡命,敘事>行旅互動>衝突與冒犯,愛,盡心盡性,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,"（聚焦：盡心盡性） 〔見Mk,Mt敘事脈絡〕","在「最大的誡命」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：盡心盡性）〔見Mk,Mt敘事脈絡〕",Mt 22:34-40 | Mk 12:28-34,Mt 22:34-40,Mk 12:28-34,,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-155,冬,週二,聖殿,大衛子孫的辯論,教導>衝突/釋經>權柄與真理對話,身分,大衛的主,智慧、勇氣、真理,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,"（聚焦：大衛的主） 〔見Lk,Mk,Mt敘事脈絡〕","在「大衛子孫的辯論」中，耶穌以教導揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：大衛的主）〔見Lk,Mk,Mt敘事脈絡〕",Mt 22:41-46 | Mk 12:35-37 | Lk 20:41-44,Mt 22:41-46,Mk 12:35-37,Lk 20:41-44,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-156,冬,週二,聖殿,七禍責備偽善,敘事>行旅互動>衝突與冒犯,審判,假冒為善,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：假冒為善） 〔見Lk,Mk,Mt敘事脈絡〕","在「七禍責備偽善」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：假冒為善）〔見Lk,Mk,Mt敘事脈絡〕",Mt 23:1-39 | Mk 12:38-40 | Lk 20:45-47,Mt 23:1-39,Mk 12:38-40,Lk 20:45-47,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-157,冬,週二,聖殿,寡婦的兩個小錢,敘事>行旅互動>私下教導>門徒價值翻轉,奉獻,全部養生,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：全部養生） 〔見Lk,Mk敘事脈絡〕","在「寡婦的兩個小錢」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：全部養生）〔見Lk,Mk敘事脈絡〕",Mk 12:41-44 | Lk 21:1-4,,Mk 12:41-44,Lk 21:1-4,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-158,冬,週二,聖殿外院,希臘人求見,啟示>序言>道成肉身與光,榮耀,麥子落地,榮耀、真理、恩典,耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是白白的愛先行。,（聚焦：麥子落地） 〔見Jn敘事脈絡〕,在「希臘人求見」中，耶穌以啟示揭開神國的真相：耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是恩典先行。（聚焦：麥子落地）〔見Jn敘事脈絡〕,Jn 12:20-26,,,,Jn 12:20-26,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-159,冬,週二,聖殿外院,人子得榮耀(天上有聲音),啟示>序言>道成肉身與光,啟示,雷聲與天使,榮耀、真理、恩典,耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是白白的愛先行。,（聚焦：雷聲與天使） 〔見Jn敘事脈絡〕,在「人子得榮耀(天上有聲音)」中，耶穌以啟示揭開神國的真相：耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是恩典先行。（聚焦：雷聲與天使）〔見Jn敘事脈絡〕,Jn 12:27-36,,,,Jn 12:27-36,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-160,冬,週二,耶路撒冷,最後公開呼喊與不信的審判,啟示>序言>道成肉身與光,啟示,光來到世上,榮耀、真理、恩典,神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。,（聚焦：光來到世上） 〔見Jn敘事脈絡〕,在「最後公開呼喊與不信的審判」中，耶穌以啟示揭開神國的真相：神先向人揭露基督的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。（聚焦：光來到世上）〔見Jn敘事脈絡〕,Jn 12:37-50,,,,Jn 12:37-50,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-161,冬,週二,橄欖山,橄欖山講論(1):末世徵兆,教導>末世>橄欖山講論,末世,警醒,警醒、真理、牧養,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,"（聚焦：警醒） 〔見Lk,Mk,Mt敘事脈絡〕","在「橄欖山講論(1):末世徵兆」中，耶穌以教導揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：警醒）〔見Lk,Mk,Mt敘事脈絡〕",Mt 24:1-51 | Mk 13:1-37 | Lk 21:5-38,Mt 24:1-51,Mk 13:1-37,Lk 21:5-38,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 但 7:13-14; 亞 14:4-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-162,冬,週二,橄欖山,橄欖山講論(2):十童女/才幹/山羊,教導>末世>橄欖山講論,審判,預備油,警醒、真理、牧養,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,（聚焦：預備油） 〔見Mt敘事脈絡〕,在「橄欖山講論(2):十童女/才幹/山羊」中，耶穌以教導揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：預備油）〔見Mt敘事脈絡〕,Mt 25:1-46,Mt 25:1-46,,,,,經文明載,福音書順序,高,高,【P】[彌賽亞預言] 但 7:13-14; 亞 14:4-9,這些舊約經文在期待神要來拯救、立王；新約說這盼望在耶穌身上成真。,事件
E-163,冬,週三,該亞法府,祭司長陰謀,敘事>行旅互動>衝突與冒犯,陰謀,殺害計畫,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：殺害計畫） 〔見Lk,Mk,Mt敘事脈絡〕","在「祭司長陰謀」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：殺害計畫）〔見Lk,Mk,Mt敘事脈絡〕",Mt 26:1-5 | Mk 14:1-2 | Lk 22:1-2,Mt 26:1-5,Mk 14:1-2,Lk 22:1-2,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-164,冬,週三,該亞法府,猶大協議賣主,受難/復活>敘事>關鍵事件,背叛,三十塊錢,堅毅、愛、信實,受難敘事顯明十字架不是意外，而是拯救中心：耶穌替人承擔審判與羞辱，使赦免有代價、也有確據。,"（聚焦：三十塊錢） 〔見Lk,Mk,Mt敘事脈絡〕","在「猶大協議賣主」中，耶穌以受難與得勝揭開神國的真相：受難敘事顯明十字架不是意外，而是救贖中心：耶穌替人承擔審判與羞辱，使赦免有代價、也有確據。（聚焦：三十塊錢）〔見Lk,Mk,Mt敘事脈絡〕",Mt 26:14-16 | Mk 14:10-11 | Lk 22:3-6,Mt 26:14-16,Mk 14:10-11,Lk 22:3-6,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 賽 53:4-12,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-165,冬,週四,耶路撒冷,預備逾越節筵席,受難/復活>敘事>關鍵事件,預備,逾越節,堅毅、愛、信實,聖餐把救恩具體化：耶穌的身體與血已為我們給出，信心因此能抓住『已完成』而非『待完成』。,"（聚焦：逾越節） 〔見Lk,Mk,Mt敘事脈絡〕","在「預備逾越節筵席」中，耶穌以受難與得勝揭開神國的真相：聖餐把救恩具體化：基督的身體與血已為我們給出，信心因此能抓住『已完成』而非『待完成』。（聚焦：逾越節）〔見Lk,Mk,Mt敘事脈絡〕",Mt 26:17-19 | Mk 14:12-16 | Lk 22:7-13,Mt 26:17-19,Mk 14:12-16,Lk 22:7-13,,,經文明載,節期標記,中,中,【T】[彌賽亞預言] 賽 53:4-12,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-166,冬,週四,馬可樓,最後晚餐:洗腳與服事,聖禮>新約立約>逾越節晚餐,服事,彼此洗腳,愛、捨己、牧養,聖餐把救恩具體化：耶穌的身體與血已為我們給出，信心因此能抓住『已完成』而非『待完成』。,（聚焦：彼此洗腳） 〔見Jn敘事脈絡〕,在「最後晚餐:洗腳與服事」中，耶穌以最後晚餐揭開神國的真相：聖餐把救恩具體化：基督的身體與血已為我們給出，信心因此能抓住『已完成』而非『待完成』。（聚焦：彼此洗腳）〔見Jn敘事脈絡〕,Jn 13:1-20,,,,Jn 13:1-20,,經文明載,節期標記,中,中,【M】[彌賽亞預言] 出 12:1-28; 耶 31:31-34; 賽 53:4-12; 亞 9:11,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-167,冬,週四,馬可樓,最後晚餐:指出賣主,聖禮>新約立約>逾越節晚餐,背叛,餅遞給誰,愛、捨己、牧養,在立約的晚餐中，耶穌把自己交付作為新約的根基，宣告赦免不是情緒安慰，而是立約血的確據。,"（聚焦：餅遞給誰） 〔見Jn,Lk,Mk,Mt敘事脈絡〕","在「最後晚餐:指出賣主」中，耶穌以最後晚餐揭開神國的真相：在立約的晚餐中，耶穌把自己交付作為新約的根基，宣告赦免不是情緒安慰，而是立約血的確據。（聚焦：餅遞給誰）〔見Jn,Lk,Mk,Mt敘事脈絡〕",Mt 26:20-25 | Mk 14:17-21 | Lk 22:21-23 | Jn 13:21-30,Mt 26:20-25,Mk 14:17-21,Lk 22:21-23,Jn 13:21-30,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 出 12:1-28; 耶 31:31-34; 賽 53:4-12; 亞 9:11,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-168,冬,週四,馬可樓,最後晚餐:門徒爭論誰為大,聖禮>新約立約>逾越節晚餐,謙卑,我在你們中如服事的,愛、捨己、牧養,逾越節的更新指出拯救不是人再做一次出埃及，而是耶穌成為羔羊替人付代價；因此得救不靠宗教表現，而靠祂的獻上。,（聚焦：我在你們中如服事的） 〔見Lk敘事脈絡〕,在「最後晚餐:門徒爭論誰為大」中，耶穌以最後晚餐揭開神國的真相：逾越節的更新指出拯救不是人再做一次出埃及，而是基督成為羔羊替人付代價；因此得救不靠宗教表現，而靠祂的獻上。（聚焦：我在你們中如服事的）〔見Lk敘事脈絡〕,Lk 22:24-30,,,Lk 22:24-30,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 出 12:1-28; 耶 31:31-34; 賽 53:4-12; 亞 9:11,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-169,冬,週四,馬可樓,最後晚餐:設立聖餐,聖禮>新約立約>逾越節晚餐,立約,身體與血,愛、捨己、牧養,在立約的晚餐中，耶穌把自己交付作為新約的根基，宣告赦免不是情緒安慰，而是立約血的確據。,"（聚焦：身體與血） 〔見Lk,Mk,Mt敘事脈絡〕","在「最後晚餐:設立聖餐」中，耶穌以最後晚餐揭開神國的真相：在立約的晚餐中，耶穌把自己交付作為新約的根基，宣告赦免不是情緒安慰，而是立約血的確據。（聚焦：身體與血）〔見Lk,Mk,Mt敘事脈絡〕",Mt 26:26-29 | Mk 14:22-25 | Lk 22:14-20,Mt 26:26-29,Mk 14:22-25,Lk 22:14-20,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 出 12:1-28; 耶 31:31-34; 賽 53:4-12; 亞 9:11,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-170,冬,週四,馬可樓,預言彼得不認主,降生/成長>敘事>救恩歷史開場,軟弱,雞叫以先,信實、謙卑、恩典,耶穌在人的時間裡成長，顯明救恩不是跳過人性，而是拯救並重塑人性；我們不必假裝完美，因為祂已進入並更新我們的真實。,"（聚焦：雞叫以先） 〔見Jn,Lk,Mk,Mt敘事脈絡〕","在「預言彼得不認主」中，耶穌以降生與成長揭開神國的真相：耶穌在人的時間裡成長，顯明救恩不是跳過人性，而是救贖並重塑人性；我們不必假裝完美，因為祂已進入並更新我們的真實。（聚焦：雞叫以先）〔見Jn,Lk,Mk,Mt敘事脈絡〕",Mt 26:31-35 | Mk 14:27-31 | Lk 22:31-34 | Jn 13:36-38,Mt 26:31-35,Mk 14:27-31,Lk 22:31-34,Jn 13:36-38,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 賽 9:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
